Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,-1.29170477390289,-1.17601227760315,-1.27172422409058,-1.25113701820374,-1.34417974948883,-1.35064733028412,-1.44725239276886,-1.44629228115082,-1.61325109004974,-1.67209553718567,-1.55229878425598,-1.64539110660553,-1.60047078132629,-1.43037283420563,-1.44590842723846,-1.36474287509918,-1.3485871553421,-1.53404927253723,-1.52172565460205,-1.48977172374725,-1.40771043300629,-1.48053777217865,-1.14237689971924
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-2.17516660690308,-2.10229182243347,-2.17394614219666,-1.58768701553345,-1.12741959095001,-0.909888744354248,-1.2172384262085,-1.46551132202148,-1.44346809387207,-1.53343546390533,-1.51100194454193,-1.48080575466156,-1.47703349590302,-1.37641882896423,-1.4007453918457,-1.36231827735901,-1.35180771350861,-1.25418150424957,-1.35992228984833,-1.47929918766022,-1.49562668800354,-1.58514487743378,-1.63436961174011
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.41730952262878,-2.42735457420349,-2.43896889686584,-2.03503370285034,-2.19837236404419,-2.29568219184875,-2.06750988960266,-2.21913456916809,-2.4133734703064,-2.69136095046997,-2.71142148971558,-2.57915186882019,-2.50205969810486,-2.41856145858765,-2.51934909820557,-2.41106843948364,-2.57122182846069,-2.67105388641357,-2.80108380317688,-2.76386427879334,-2.65553116798401,-2.70502972602844,-2.52985525131226
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-2.09033036231995,-2.06287217140198,-2.0802526473999,-1.81154572963715,-1.46310782432556,-1.51154899597168,-1.64344024658203,-1.68946862220764,-1.70887231826782,-1.60716688632965,-1.66450762748718,-1.51652824878693,-1.53632390499115,-1.19257974624634,-1.19309020042419,-1.12413370609283,-1.00620818138123,-1.33658170700073,-1.35537278652191,-1.14759039878845,-1.12304580211639,-1.40276098251343,-1.33802223205566
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.78807544708252,-1.73488676548004,-1.78066074848175,-1.67347323894501,-1.5582937002182,-1.6939252614975,-1.66296553611755,-1.87900483608246,-1.85256004333496,-1.90330755710602,-1.87611877918243,-1.87005805969238,-1.9225001335144,-1.6518931388855,-1.60911154747009,-1.43704450130463,-1.49849236011505,-1.51238059997559,-1.5775955915451,-1.6813577413559,-1.72789442539215,-1.81989753246307,-1.87143611907959
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.90854012966156,-2.03930115699768,-2.03141713142395,-1.43342101573944,-1.1775711774826,-1.20303392410278,-1.12542963027954,-1.11029398441315,-1.05765390396118,-1.16890180110931,-1.37549519538879,-1.40446734428406,-1.33597695827484,-1.26743006706238,-1.24006843566895,-1.13543999195099,-1.11755669116974,-1.03778803348541,-0.990813970565796,-1.01160001754761,-1.00674676895142,-1.07773637771606,-1.57088327407837
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.893903493881226,-0.992024779319763,-0.855563640594482,-0.8453409075737,-0.853786587715149,-0.723731815814972,-0.813263893127441,-0.790545284748077,-0.706940054893494,-0.605212390422821,-0.545270919799805,-0.531616508960724,-0.701794147491455,-0.778729438781738,-0.750955939292908,-0.586141347885132,-0.520959854125977,-0.44898048043251,-0.458256989717484,-0.524145126342773,-0.543374061584473,-0.551931083202362,-0.5559241771698
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.68858790397644,-0.732602536678314,-0.917780160903931,-0.624333381652832,-0.569067299365997,-0.409061759710312,-0.704830586910248,-0.586620807647705,-0.431428492069244,-0.370871335268021,-0.254886448383331,-0.278687119483948,-0.200375154614449,-0.267875999212265,-0.323595732450485,-0.04880241304636,0.0592881888151169,0.0597151108086109,0.128729850053787,0.110513411462307,-0.033333245664835,-0.124956652522087,-0.00336363865062594
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.336625128984451,-0.544004201889038,-0.539989590644836,-0.297719180583954,-0.309780240058899,-0.427259683609009,-0.505047976970673,-0.508157312870026,-0.203974649310112,-0.0305009130388498,-0.0451405122876167,-0.191482901573181,-0.282379418611526,-0.143631592392921,0.0919297859072685,0.485986232757568,0.346129059791565,0.344644665718079,0.378474771976471,0.370515644550323,0.111168630421162,0.0875523090362549,0.109445847570896
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,-0.474401652812958,-0.441555827856064,-0.415910124778748,-0.311400771141052,-0.490216553211212,-0.187491565942764,-0.400731235742569,-0.14859938621521,0.0345503017306328,0.137666508555412,0.241446003317833,0.233281955122948,0.283972561359406,0.240491986274719,0.25416025519371,0.279037684202194,0.189514964818954,0.196168705821037,0.233086720108986,0.266459137201309,0.285658627748489,0.235864624381065,0.1927540153265
