Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,Control of Corruption: Percentile Rank,CC.PER.RNK,4.30107545852661,8.02138996124268,4.78723382949829,4.7619047164917,4.7619047164917,6.40394067764282,1.46341466903687,1.95121955871582,0.970873773097992,0.485436886548996,0.956937789916992,0.952380955219269,0.473933637142181,1.42180097103119,0.947867274284363,5.28846168518066,5.76923084259033,3.8461537361145,3.8461537361145,4.807692527771,6.25,4.807692527771,12.5
Afghanistan,AFG,Government Effectiveness: Percentile Rank,GE.PER.RNK,0,0,0,2.16216206550598,11.3513517379761,18.9054718017578,9.80392169952393,3.90243911743164,4.36893224716187,3.39805817604065,3.34928226470947,3.82775115966797,4.7393364906311,5.68720388412476,5.68720388412476,7.21153831481934,7.21153831481934,8.17307662963867,8.17307662963867,7.692307472229,7.21153831481934,5.28846168518066,5.76923084259033
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,2.12765955924988,0.531914889812469,0.52910053730011,1.58730161190033,2.01005029678345,1.94174754619598,2.42718458175659,1.44927537441254,1.44927537441254,0.480769217014313,0.473933637142181,1.42180097103119,1.42180097103119,1.89573454856873,1.42180097103119,2.85714292526245,0.952380955219269,0.952380955219269,0.476190477609634,0.471698105335236,0.943396210670471,0.471698105335236,1.41509437561035
Afghanistan,AFG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,1.63043475151062,2.17391300201416,1.63043475151062,2.16216206550598,4.86486482620239,5.97014904022217,2.94117641448975,2.94117641448975,2.91262125968933,3.39805817604065,3.34928226470947,5.74162673950195,4.26540279388428,10.4265403747559,10.4265403747559,11.057692527771,14.9038457870483,7.21153831481934,7.21153831481934,10.5769233703613,10.0961542129517,8.17307662963867,8.17307662963867
Afghanistan,AFG,Rule of Law: Percentile Rank,RL.PER.RNK,1.50753772258759,2,1.49253726005554,1.99004971981049,2.98507452011108,2.4038462638855,2.39234447479248,0.478468894958496,0.478468894958496,0.480769217014313,0.473933637142181,0.473933637142181,0.469483554363251,1.4084507226944,1.877934217453,4.32692289352417,4.32692289352417,5.76923084259033,5.28846168518066,3.8461537361145,4.32692289352417,2.4038462638855,1.92307686805725
Afghanistan,AFG,Voice and Accountability: Percentile Rank,VA.PER.RNK,1,0.497512429952621,0.995024859905243,9.45273590087891,14.4278602600098,15.384614944458,14.9038457870483,17.7884616851807,18.75,14.4230766296387,9.47867298126221,9.95260620117188,11.2676057815552,14.0845069885254,14.5539903640747,16.2561569213867,18.7192115783691,20.6896553039551,22.1674880981445,20.2898559570313,21.2560386657715,19.8067626953125,7.24637699127197
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,19.3548393249512,18.1818180084229,23.9361705780029,24.3386249542236,22.7513236999512,27.5862064361572,22.9268283843994,22.9268283843994,28.6407775878906,33.980583190918,34.9282302856445,37.1428565979004,24.6445503234863,25.1184825897217,24.1706161499023,34.1346168518066,37.5,37.980770111084,41.8269233703613,34.6153831481934,31.730770111084,31.730770111084,31.730770111084
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.6830596923828,24.5901641845703,19.6721305847168,30.2702693939209,34.5945930480957,44.2786064147949,29.4117641448975,33.6585350036621,41.262134552002,43.2038841247559,48.8038291931152,44.0191383361816,48.3412322998047,44.5497627258301,44.0758285522461,53.8461532592773,55.288459777832,55.769229888916,58.6538467407227,56.730770111084,51.4423065185547,48.0769233703613,53.3653831481934
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.638298034668,28.7234039306641,29.6296291351318,33.862434387207,36.1809043884277,30.0970878601074,29.6116504669189,29.9516906738281,37.6811599731445,43.269229888916,42.1800956726074,38.3886260986328,37.4407577514648,40.2843589782715,49.2891006469727,61.4285697937012,58.0952377319336,58.0952377319336,59.523811340332,58.4905662536621,51.886791229248,49.5283012390137,49.5283012390137
Albania,ALB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.4347820281982,32.0652160644531,33.6956520080566,41.6216201782227,35.6756744384766,47.7611923217773,41.1764717102051,50.4901962280273,53.8834953308105,56.7961158752441,59.8086128234863,58.3732070922852,60.6635055541992,58.7677726745605,61.1374397277832,62.980770111084,60.0961532592773,61.538459777832,62.5,63.461540222168,63.461540222168,59.6153831481934,59.6153831481934
